StrategyName,TradeTime,Symbol,Quantity,Price,ExecutionCost,LiquidityAction,LiquidityCode,RawLiquidity,Account,Trader,MarketCenter,OrderID,ExecID,TransactionType
Toy,2021-Nov-05 13:31:00.693442,AXP,100,176.670000,0.120000,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081224,,FILL
Toy,2021-Nov-05 13:31:01.743644,MSFT,100,337.490000,0.120000,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081222,,FILL
Toy,2021-Nov-05 13:31:09.886263,MSFT,-200,337.690000,1.752851,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081233,,FILL
Toy,2021-Nov-05 13:31:30.617047,CVX,100,114.110000,0.120000,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081242,,FILL
Toy,2021-Nov-05 13:31:30.659258,DIS,4,172.790000,0.004800,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081245,,FILL
Toy,2021-Nov-05 13:31:31.108410,DIS,96,172.790000,0.115200,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081245,,FILL
Toy,2021-Nov-05 13:31:42.676598,MSFT,200,337.530000,0.240000,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081250,,FILL
Toy,2021-Nov-05 13:31:56.224011,CVX,-100,114.070000,0.375517,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081248,,FILL
Toy,2021-Nov-05 13:31:57.312059,MSFT,-50,337.540000,0.438045,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081259,,FILL
Toy,2021-Nov-05 13:31:57.485666,MSFT,-7,337.540000,0.061326,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081259,,FILL
Toy,2021-Nov-05 13:31:57.721696,MSFT,-10,337.540000,0.087609,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081259,,FILL
Toy,2021-Nov-05 13:32:03.750199,CVX,-100,114.070000,0.375517,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081248,,FILL
Toy,2021-Nov-05 13:32:05.260519,CSCO,-100,57.240000,0.248218,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081262,,FILL
Toy,2021-Nov-05 13:32:12.199824,CRM,-100,309.140000,0.812474,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081261,,FILL
Toy,2021-Nov-05 13:32:31.156751,MSFT,67,337.150000,0.080400,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081270,,FILL
Toy,2021-Nov-05 13:33:00.544408,MSFT,-48,337.090000,0.420039,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081278,,FILL
Toy,2021-Nov-05 13:33:00.544410,MSFT,-2,337.090000,0.017502,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081278,,FILL
Toy,2021-Nov-05 13:33:07.647922,DOW,-100,57.960000,0.249830,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081279,,FILL
Toy,2021-Nov-05 13:33:57.612303,IBM,-100,121.780000,0.392787,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081290,,FILL
Toy,2021-Nov-05 13:34:01.975390,MSFT,-150,336.790000,1.311614,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081293,,FILL
Toy,2021-Nov-05 13:34:02.688205,HON,-100,224.070000,0.621917,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081287,,FILL
Toy,2021-Nov-05 13:34:06.326615,BA,100,218.660000,0.120000,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081295,,FILL
Toy,2021-Nov-05 13:34:13.121836,MSFT,200,336.840000,0.240000,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081300,,FILL
Toy,2021-Nov-05 13:35:00.667558,MSFT,-200,336.890000,1.749267,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081305,,FILL
Toy,2021-Nov-05 13:35:34.015561,CAT,-33,205.980000,0.191860,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081310,,FILL
Toy,2021-Nov-05 13:36:00.682288,MSFT,200,336.930000,0.240000,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081308,,FILL
Toy,2021-Nov-05 13:36:04.886844,MSFT,-200,336.910000,1.749357,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081313,,FILL
Toy,2021-Nov-05 13:36:49.622874,MSFT,100,337.010000,0.120000,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081315,,FILL
Toy,2021-Nov-05 13:36:49.656107,MSFT,100,337.010000,0.120000,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081315,,FILL
Toy,2021-Nov-05 13:36:50.171885,MSFT,-50,337.040000,0.437485,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081319,,FILL
Toy,2021-Nov-05 13:36:50.172263,MSFT,-150,337.040000,1.312454,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081319,,FILL
